Student_ID,CGPA,Previous_Semester,Communication_Skills,Technical_Skills,Aptitude_Score,Projects_Completed,Internships,Certifications,Extracurricular_Activities,Backlogs,Soft_Skills,Programming_Skills,College_Tier,Stream,Placement,Package_LPA
STU00708,9.11,8.66,6.1,5.3,61.6,3,3,4,5.5,0,10.0,6.0,2,Computer Science,Yes,18.0
STU00709,4.5,4.41,1.8,1.0,22.0,0,0,0,5.3,0,8.2,2.1,2,Electronics,No,0.0
STU00710,9.04,8.76,6.1,8.6,61.4,1,4,4,7.7,0,10.0,6.0,3,Computer Science,Yes,18.0
STU00711,7.25,7.84,1.5,6.0,49.4,2,1,3,2.8,0,6.5,5.3,2,Computer Science,No,0.0
STU00712,6.88,7.94,4.0,3.2,38.6,1,0,1,4.5,1,8.7,6.8,1,Mechanical,No,0.0
STU00713,6.35,5.63,3.4,1.0,57.4,2,0,1,5.5,0,9.1,4.9,3,Civil,No,0.0
STU00714,7.48,6.52,6.2,4.3,51.4,4,2,1,4.7,0,8.6,8.2,3,Electronics,No,0.0
STU00715,6.95,6.83,4.7,2.7,58.8,1,1,3,3.7,0,7.9,3.4,2,Electronics,No,0.0
STU00716,8.32,7.56,7.0,5.0,43.8,3,4,2,4.0,0,9.3,6.5,2,IT,Yes,18.0
STU00717,7.14,7.16,1.3,2.9,42.9,3,3,3,3.3,1,7.7,5.8,2,Computer Science,No,0.0
STU00718,7.18,7.55,3.9,2.3,61.8,1,2,1,6.4,1,10.0,3.8,2,Electronics,No,0.0
STU00719,6.56,7.31,5.5,5.7,57.0,1,2,2,4.5,1,9.7,5.3,2,Computer Science,No,0.0
STU00720,6.93,7.03,4.5,3.1,35.0,0,2,0,2.3,0,8.0,5.1,4,Computer Science,No,0.0
STU00721,7.37,7.27,6.6,6.1,56.6,5,2,2,4.0,0,8.5,9.5,1,Computer Science,Yes,18.0
STU00722,4.95,4.0,1.0,1.3,37.6,0,0,0,1.0,0,4.4,1.6,2,Computer Science,No,0.0
STU00723,5.38,5.39,4.8,1.0,28.5,0,1,0,2.6,1,5.6,2.0,2,Computer Science,No,0.0
STU00724,7.89,7.93,4.8,5.7,61.4,1,3,2,3.7,0,9.0,4.6,2,Computer Science,No,0.0
STU00725,7.21,7.53,4.1,3.8,32.7,2,3,4,4.5,0,8.0,7.0,3,Computer Science,No,0.0
STU00726,6.78,6.43,6.3,3.5,37.1,1,0,1,1.3,0,6.3,3.7,2,Computer Science,No,0.0
STU00727,7.02,6.8,6.8,4.2,57.3,1,0,6,3.9,0,9.8,5.2,2,Computer Science,No,0.0
STU00728,7.42,6.68,6.9,3.5,53.7,4,3,6,3.1,0,10.0,4.4,3,Computer Science,No,0.0
STU00729,6.35,5.2,7.5,1.3,45.8,3,1,2,2.7,0,9.6,5.7,2,Computer Science,No,0.0
STU00730,6.07,5.52,6.2,2.8,40.5,0,1,0,6.1,2,10.0,5.5,2,Computer Science,No,0.0
STU00731,7.24,6.45,4.0,5.4,58.4,3,2,3,6.6,0,9.8,6.1,4,Mechanical,No,0.0
STU00732,5.83,6.0,4.3,1.5,47.7,0,1,0,1.0,0,8.2,3.5,4,Electronics,No,0.0
STU00733,7.49,7.23,4.9,4.8,63.4,2,0,4,3.6,0,8.8,5.5,3,Electronics,No,0.0
STU00734,4.96,4.69,6.4,3.4,35.2,0,0,0,1.0,0,9.1,5.7,2,Electronics,No,0.0
STU00735,8.23,7.74,7.6,5.4,55.2,3,3,6,1.0,0,9.3,7.7,3,Electronics,Yes,18.0
STU00736,7.57,5.95,5.2,4.8,47.9,3,3,0,5.0,0,6.5,5.2,2,Civil,Yes,16.07
STU00737,7.31,8.06,6.6,4.4,39.8,2,1,3,2.3,0,8.8,8.7,2,Mechanical,No,0.0
STU00738,8.18,7.68,4.1,4.6,54.6,3,2,1,6.7,0,9.4,6.7,2,Electronics,Yes,16.6
STU00739,9.0,8.79,7.0,5.2,58.7,4,4,10,3.9,0,10.0,8.9,2,Computer Science,Yes,18.0
STU00740,8.22,7.49,4.6,4.3,79.0,4,1,2,6.9,0,9.7,6.6,2,IT,Yes,18.0
STU00741,4.79,5.28,1.0,1.8,20.0,0,0,0,5.3,2,6.4,3.9,2,Computer Science,No,0.0
STU00742,5.46,5.53,4.9,3.1,50.1,0,0,0,4.5,4,10.0,3.5,4,Computer Science,No,0.0
STU00743,6.25,5.84,5.8,4.1,40.8,1,2,1,1.6,0,8.0,3.7,3,IT,No,0.0
STU00744,7.03,6.83,5.7,3.6,47.8,1,3,1,1.0,0,8.1,4.2,2,Electronics,No,0.0
STU00745,7.62,8.46,5.2,6.1,59.8,2,1,4,3.6,0,7.5,7.2,3,Electronics,Yes,17.25
STU00746,6.13,6.09,2.4,3.3,26.0,1,0,2,5.5,1,8.6,4.8,4,Electronics,No,0.0
STU00747,7.22,7.13,3.4,4.3,42.2,2,2,3,8.6,0,9.8,7.1,1,Computer Science,No,0.0
STU00748,6.09,5.62,2.8,1.0,27.8,2,1,1,1.2,1,5.0,3.2,3,Computer Science,No,0.0
STU00749,6.27,5.32,4.1,2.1,39.6,1,1,0,5.2,1,9.1,5.5,3,Computer Science,No,0.0
STU00750,5.31,5.23,5.3,1.0,25.6,0,0,0,3.1,0,8.5,3.0,3,Computer Science,No,0.0
STU00751,5.89,6.05,5.7,3.4,56.9,3,0,0,5.5,1,9.5,4.0,2,Civil,No,0.0
STU00752,5.38,5.93,1.2,2.2,30.0,0,0,0,1.0,1,4.6,4.2,2,IT,No,0.0
STU00753,5.83,4.71,3.0,1.3,20.0,2,1,1,1.9,3,6.9,4.3,2,Computer Science,No,0.0
STU00754,8.26,7.7,4.9,5.9,56.1,1,1,5,3.8,0,9.0,4.0,3,Civil,No,0.0
STU00755,5.86,5.57,1.0,1.0,50.6,0,0,2,4.0,2,6.2,4.5,3,Computer Science,No,0.0
STU00756,10.0,10.0,8.2,6.3,93.6,2,4,4,3.8,0,10.0,7.1,1,Civil,Yes,18.0
STU00757,7.59,7.52,5.1,3.9,52.0,3,3,1,1.4,1,6.9,6.7,3,Electronics,No,0.0
STU00758,7.22,7.16,5.0,4.9,45.6,4,2,2,4.5,0,7.8,6.3,3,Civil,No,0.0
STU00759,5.97,6.17,6.2,4.4,41.6,1,0,2,2.1,0,8.8,6.0,2,Computer Science,No,0.0
STU00760,7.84,7.39,5.8,4.3,61.7,2,2,5,7.8,0,10.0,6.3,4,Electronics,Yes,12.89
STU00761,6.31,6.78,3.8,4.8,30.9,1,1,2,4.5,0,9.0,5.8,2,Electronics,No,0.0
STU00762,7.15,7.37,6.0,4.2,48.3,3,1,0,3.3,0,5.5,4.5,3,Mechanical,No,0.0
STU00763,10.0,9.84,9.0,7.9,73.4,5,4,6,6.1,0,10.0,7.7,2,Computer Science,Yes,18.0
STU00764,6.88,7.68,5.3,3.8,49.6,3,1,4,3.0,0,7.4,7.7,3,IT,No,0.0
STU00765,8.38,9.16,7.1,5.4,59.3,6,3,4,5.8,0,10.0,7.7,2,Electronics,Yes,18.0
STU00766,6.16,6.63,4.1,3.5,32.1,1,1,0,3.2,2,7.2,6.3,3,IT,No,0.0
STU00767,6.96,5.45,4.8,4.8,53.7,1,3,3,7.3,0,8.4,5.5,2,Computer Science,No,0.0
STU00768,9.12,9.91,6.9,5.5,66.4,4,4,8,6.2,0,9.3,6.4,2,Computer Science,Yes,18.0
STU00769,6.25,6.65,3.3,2.9,43.4,1,2,0,6.1,1,7.1,3.4,2,IT,No,0.0
STU00770,9.17,10.0,5.9,8.6,54.4,3,4,3,3.1,0,8.9,6.8,2,Computer Science,Yes,18.0
STU00771,7.85,8.47,7.7,5.2,64.5,3,3,3,6.2,0,10.0,6.6,3,Computer Science,Yes,18.0
STU00772,6.33,7.12,7.5,3.5,33.3,2,3,4,1.1,1,7.7,6.4,4,Civil,No,0.0
STU00773,7.76,8.2,8.0,6.3,75.5,1,1,5,3.0,0,8.9,5.6,1,Civil,Yes,18.0
STU00774,8.17,8.84,4.0,4.8,45.2,5,3,2,5.0,0,6.2,5.5,2,Electronics,No,0.0
STU00775,7.75,8.75,3.5,4.9,65.1,1,2,1,8.3,0,10.0,6.0,2,Computer Science,No,0.0
STU00776,5.12,5.23,1.7,2.7,20.0,0,0,0,2.0,1,6.2,3.5,2,Electronics,No,0.0
STU00777,6.13,5.34,4.5,4.4,20.0,2,0,0,4.9,1,9.5,5.4,2,Computer Science,No,0.0
STU00778,6.7,6.55,1.0,1.0,40.9,4,0,4,1.0,1,4.6,3.0,2,Computer Science,No,0.0
STU00779,6.91,7.1,4.0,3.0,22.2,0,0,2,3.8,1,8.5,3.7,3,Civil,No,0.0
STU00780,7.74,7.78,7.7,3.7,64.7,2,2,4,2.9,0,9.5,7.7,4,Mechanical,Yes,15.6
STU00781,7.21,6.59,6.6,4.1,51.4,3,2,2,4.3,0,10.0,6.9,4,Mechanical,No,0.0
STU00782,5.4,4.58,3.0,1.0,54.0,0,1,0,1.3,0,6.5,3.4,2,Computer Science,No,0.0
STU00783,7.46,7.09,4.7,5.3,51.7,2,1,2,6.2,1,9.0,5.6,2,Computer Science,No,0.0
STU00784,7.73,8.13,6.4,5.1,58.8,2,2,2,7.1,0,10.0,7.5,3,Computer Science,Yes,17.02
STU00785,7.67,8.46,6.9,5.9,52.1,2,1,4,5.7,0,10.0,4.8,3,Mechanical,Yes,15.05
STU00786,8.3,8.76,5.2,6.7,49.9,7,2,3,2.0,0,7.0,10.0,3,Civil,Yes,17.66
STU00787,8.0,8.53,5.4,6.0,53.1,1,2,3,6.2,0,8.5,7.1,4,Electronics,Yes,17.21
STU00788,7.55,7.51,4.6,4.3,40.0,4,3,4,1.0,0,5.9,6.4,1,Mechanical,No,0.0
STU00789,6.92,6.05,2.9,4.0,54.0,0,1,2,1.5,0,5.7,3.7,2,Electronics,No,0.0
STU00790,5.01,4.78,3.1,1.1,30.4,0,0,0,5.3,0,9.3,3.8,4,Civil,No,0.0
STU00791,7.52,7.39,5.0,3.0,53.0,1,2,2,2.1,0,6.6,5.3,4,IT,No,0.0
STU00792,7.25,7.0,3.3,5.4,85.9,3,4,4,5.4,0,8.2,7.3,1,Computer Science,Yes,18.0
STU00793,7.33,7.36,6.2,4.3,47.8,3,3,2,3.8,0,8.9,6.4,3,Computer Science,No,0.0
STU00794,5.47,5.69,4.5,1.0,41.5,3,0,0,3.4,0,7.7,2.9,4,IT,No,0.0
STU00795,5.7,6.13,5.0,3.1,39.0,1,0,1,1.5,1,9.1,5.0,3,IT,No,0.0
STU00796,8.26,8.12,4.9,5.2,74.0,3,4,2,5.6,0,9.6,4.6,2,Computer Science,Yes,17.11
STU00797,6.95,6.0,2.0,1.5,52.5,5,0,2,5.9,0,5.9,4.3,3,Mechanical,No,0.0
STU00798,7.82,7.58,6.4,3.3,53.3,3,2,3,4.4,0,7.7,5.2,3,Mechanical,No,0.0
STU00799,7.03,7.05,4.0,3.2,77.8,2,0,3,1.3,0,7.1,4.7,1,Electronics,No,0.0
STU00800,7.04,7.65,3.7,4.3,40.0,1,1,2,5.2,0,7.1,4.5,3,Electronics,No,0.0
STU00801,8.13,7.85,4.0,6.3,56.7,1,1,4,3.7,0,8.4,6.0,1,Electronics,Yes,18.0
STU00802,6.38,6.64,4.1,4.2,56.0,2,2,2,4.9,0,8.7,6.3,2,Mechanical,No,0.0
STU00803,7.12,7.27,7.5,4.9,41.1,1,2,1,1.0,1,8.1,4.7,3,Civil,No,0.0
STU00804,6.45,6.47,3.8,3.3,54.8,4,2,2,2.5,0,6.6,7.0,3,Mechanical,No,0.0
STU00805,6.48,6.95,2.9,5.4,40.1,1,0,1,1.0,1,6.2,7.2,3,Electronics,No,0.0
STU00806,6.63,6.3,5.7,4.4,59.1,4,1,2,1.7,1,7.0,6.7,1,Computer Science,No,0.0
STU00807,7.27,6.98,5.5,4.6,63.9,4,1,0,2.2,0,7.4,5.8,2,Computer Science,No,0.0
STU00808,6.43,6.42,1.4,4.0,44.4,3,4,1,6.1,1,7.0,4.0,1,Civil,No,0.0
STU00809,8.51,8.19,7.2,5.3,50.1,0,2,6,6.3,0,10.0,2.8,3,Mechanical,Yes,16.02
STU00810,5.93,6.18,7.3,2.6,36.7,1,1,0,5.3,0,10.0,4.2,2,Electronics,No,0.0
STU00811,6.78,6.42,1.0,1.2,48.1,1,1,2,7.3,1,8.1,5.1,1,IT,No,0.0
STU00812,6.47,6.58,2.7,2.9,56.4,1,4,2,4.5,0,8.3,4.2,3,Computer Science,No,0.0
STU00813,8.74,8.69,2.1,8.2,67.8,4,4,2,8.1,0,7.5,9.0,3,Electronics,Yes,18.0
STU00814,7.24,7.35,5.1,4.5,58.4,3,2,2,4.6,0,7.7,7.5,2,Electronics,No,0.0
STU00815,8.24,8.01,7.5,5.6,64.1,3,2,3,6.5,0,10.0,7.6,4,Electronics,Yes,17.03
STU00816,5.22,5.05,3.7,3.1,45.9,1,0,1,1.2,0,6.6,5.8,2,Computer Science,No,0.0
STU00817,7.32,7.37,7.3,4.8,50.2,5,2,2,5.0,0,8.6,4.8,3,Computer Science,Yes,13.26
STU00818,8.07,8.17,7.1,4.3,60.5,2,1,1,4.2,0,9.2,6.7,2,Electronics,Yes,16.85
STU00819,7.1,7.1,7.6,4.1,51.1,0,1,3,2.1,0,10.0,6.2,3,Computer Science,No,0.0
STU00820,8.28,9.13,7.8,4.2,55.0,6,3,7,4.9,0,9.6,5.6,4,Electronics,Yes,16.44
STU00821,6.38,5.88,3.9,3.5,57.2,3,2,2,3.0,0,7.0,5.9,3,Mechanical,No,0.0
STU00822,8.69,8.66,6.5,5.0,75.4,2,4,3,2.7,0,10.0,5.6,3,IT,Yes,18.0
STU00823,9.76,8.97,5.9,8.4,86.5,1,3,4,6.3,0,8.7,6.6,3,Civil,Yes,18.0
STU00824,6.56,6.75,4.3,2.9,37.3,2,2,2,1.0,0,5.1,3.6,3,Computer Science,No,0.0
STU00825,6.47,5.91,4.7,2.4,50.0,3,1,2,2.8,0,7.4,5.7,3,Computer Science,No,0.0
STU00826,8.74,8.6,6.3,6.0,77.0,3,3,2,5.6,0,10.0,5.1,4,Electronics,Yes,14.79
STU00827,8.9,8.71,8.5,6.7,83.2,3,2,5,6.4,0,10.0,9.4,2,Computer Science,Yes,18.0
STU00828,6.37,6.51,4.0,1.8,26.9,3,3,0,3.8,0,9.9,3.9,2,Electronics,No,0.0
STU00829,6.5,6.22,3.2,2.8,46.0,4,1,1,1.6,0,6.2,5.8,1,IT,No,0.0
STU00830,6.66,6.36,3.4,3.7,45.0,3,3,0,2.7,1,6.0,4.4,4,Civil,No,0.0
STU00831,5.39,6.11,4.7,3.7,56.2,1,0,1,1.4,2,6.7,4.8,1,Mechanical,No,0.0
STU00832,5.9,6.04,2.0,1.0,20.0,1,0,1,1.8,1,4.1,3.6,2,Electronics,No,0.0
STU00833,5.8,5.52,3.7,3.3,27.8,1,1,0,2.7,0,7.2,4.8,4,Electronics,No,0.0
STU00834,6.08,5.95,6.3,2.4,59.8,0,1,1,4.9,2,9.6,3.3,4,IT,No,0.0
STU00835,6.96,7.78,5.4,3.4,44.0,2,1,4,1.0,0,8.1,6.3,4,Computer Science,No,0.0
STU00836,7.28,7.16,5.1,3.5,36.6,3,1,2,3.9,2,7.9,5.4,2,Computer Science,No,0.0
STU00837,8.86,8.52,6.4,5.8,83.0,1,3,5,6.0,0,9.1,5.2,3,Electronics,Yes,17.41
STU00838,5.8,5.46,2.5,3.3,23.2,2,0,1,1.7,1,6.5,5.6,2,Electronics,No,0.0
STU00839,8.18,7.91,4.7,4.8,71.7,4,3,3,2.0,0,7.3,7.0,3,IT,Yes,13.9
STU00840,6.74,6.44,4.5,5.7,29.2,1,1,4,5.9,0,10.0,6.9,2,IT,No,0.0
STU00841,6.94,6.3,5.4,4.7,32.2,3,1,1,5.1,0,7.6,6.8,4,Computer Science,No,0.0
STU00842,7.81,7.25,7.1,5.2,58.9,1,2,5,7.3,0,9.3,5.6,2,Computer Science,Yes,17.07
STU00843,5.65,5.24,4.1,2.2,29.0,4,1,1,5.2,2,7.5,5.9,4,Electronics,No,0.0
STU00844,7.46,7.76,7.4,6.0,56.9,2,3,5,1.0,1,7.3,5.3,2,IT,No,0.0
STU00845,7.2,7.01,7.6,5.8,73.2,2,2,5,3.0,0,9.7,5.4,2,Mechanical,Yes,17.5
STU00846,7.59,7.49,6.7,3.3,52.9,3,3,0,4.9,0,8.5,6.6,2,Computer Science,Yes,16.42
STU00847,7.35,7.99,7.1,3.6,72.3,1,1,3,4.3,1,10.0,5.7,4,Civil,No,0.0
STU00848,9.95,10.0,5.9,8.3,77.5,4,4,1,7.0,0,8.8,7.9,3,Civil,Yes,18.0
STU00849,6.23,6.09,2.7,4.2,55.3,2,1,3,1.1,1,5.9,4.2,2,Computer Science,No,0.0
STU00850,6.36,6.04,5.3,2.9,20.0,2,1,1,6.0,0,10.0,5.3,2,Computer Science,No,0.0
STU00851,6.25,5.82,2.4,2.2,51.6,1,1,2,1.9,1,7.7,4.1,2,Electronics,No,0.0
STU00852,6.33,6.68,4.0,3.3,50.4,3,1,3,3.4,0,9.4,5.2,2,IT,No,0.0
STU00853,6.24,6.14,5.5,4.9,39.6,0,0,1,1.0,0,6.7,5.4,2,Computer Science,No,0.0
STU00854,8.43,8.24,8.3,5.8,84.2,3,3,1,4.8,0,10.0,5.5,2,Electronics,Yes,18.0
STU00855,8.7,8.29,6.0,4.5,57.7,4,3,5,4.6,0,9.9,6.8,3,Electronics,Yes,18.0
STU00856,6.32,5.94,3.5,3.3,25.3,3,1,0,1.2,0,6.7,5.6,3,Computer Science,No,0.0
STU00857,6.0,6.16,4.7,3.7,51.4,1,1,2,4.9,0,7.8,4.8,1,Mechanical,No,0.0
STU00858,7.57,6.91,3.8,4.6,37.5,0,2,2,4.0,0,6.8,4.5,3,Electronics,No,0.0
STU00859,6.34,6.84,4.2,4.7,45.6,3,0,1,5.5,0,7.6,8.6,2,Computer Science,No,0.0
STU00860,7.76,7.49,5.6,6.0,72.2,3,1,2,2.3,0,7.4,6.2,1,Civil,Yes,17.21
STU00861,7.24,7.17,5.2,4.2,57.9,2,1,1,2.5,0,7.8,3.8,2,Computer Science,No,0.0
STU00862,5.18,4.51,3.7,1.9,32.5,1,0,0,3.0,2,7.9,5.9,2,Mechanical,No,0.0
STU00863,8.86,8.85,5.2,4.0,60.7,2,4,2,4.5,0,9.7,7.1,3,IT,Yes,18.0
STU00864,9.16,9.0,5.6,8.0,82.5,3,3,5,3.6,0,7.0,6.7,2,Computer Science,Yes,18.0
STU00865,6.26,6.23,3.3,2.7,29.4,3,0,2,8.7,1,9.3,6.9,4,Electronics,No,0.0
STU00866,6.53,7.27,2.2,3.0,55.5,2,2,2,3.1,1,7.8,7.1,2,Mechanical,No,0.0
STU00867,7.34,7.43,5.8,3.7,79.0,6,1,0,3.2,0,8.0,5.9,3,IT,No,0.0
STU00868,7.4,7.0,6.7,5.0,59.7,1,1,7,8.3,0,10.0,5.4,2,Civil,Yes,16.17
STU00869,7.79,7.43,6.8,3.6,53.5,3,2,4,2.8,0,8.0,7.5,4,IT,No,0.0
STU00870,9.41,9.71,6.5,5.7,67.4,4,3,1,5.8,0,10.0,8.1,3,Electronics,Yes,18.0
STU00871,6.79,7.44,3.6,3.7,42.6,2,0,6,4.9,1,7.7,6.6,4,Computer Science,No,0.0
STU00872,6.04,6.18,5.3,2.1,34.5,2,0,3,5.8,1,10.0,6.5,2,Computer Science,No,0.0
STU00873,5.34,5.68,4.6,2.4,38.1,3,0,0,2.6,0,8.7,4.1,3,IT,No,0.0
STU00874,6.12,6.42,4.6,2.2,51.1,2,2,0,2.6,0,4.9,3.3,3,Electronics,No,0.0
STU00875,6.96,7.67,7.6,5.9,69.0,0,4,2,1.0,0,9.6,6.5,3,Computer Science,Yes,18.0
STU00876,9.15,8.18,6.7,7.4,43.7,3,4,7,3.4,0,10.0,6.3,3,Mechanical,Yes,18.0
STU00877,6.38,6.71,4.1,4.1,20.0,0,1,2,2.6,0,8.9,6.0,2,IT,No,0.0
STU00878,7.27,7.76,4.6,3.6,71.7,5,2,1,1.0,1,5.9,7.7,2,Mechanical,No,0.0
STU00879,6.98,6.31,2.6,6.9,50.5,3,1,2,3.7,1,7.3,7.2,4,Computer Science,No,0.0
STU00880,8.43,7.99,7.1,5.2,62.8,3,2,0,3.8,0,9.4,6.4,2,Computer Science,Yes,17.69
STU00881,10.0,9.57,7.2,6.7,80.0,4,4,4,3.6,0,8.9,7.4,4,Electronics,Yes,18.0
STU00882,6.36,6.0,5.3,4.1,42.6,0,1,1,1.0,1,8.6,5.1,2,Computer Science,No,0.0
STU00883,6.41,6.17,7.3,3.5,69.0,1,0,1,1.0,1,9.0,2.7,2,Civil,No,0.0
STU00884,8.25,8.37,5.4,4.5,65.9,3,4,0,8.3,0,10.0,4.9,3,Computer Science,Yes,14.78
STU00885,7.82,8.25,2.1,7.6,51.2,3,0,4,7.6,1,8.5,7.4,2,Mechanical,Yes,16.96
STU00886,9.22,9.76,7.5,7.8,63.5,3,2,4,2.4,0,10.0,10.0,1,Computer Science,Yes,18.0
STU00887,7.7,7.28,5.8,4.8,53.9,3,4,4,1.0,0,6.8,8.1,4,Computer Science,Yes,18.0
STU00888,6.57,6.15,3.6,6.4,37.2,4,1,3,4.5,0,7.7,7.6,3,Mechanical,No,0.0
STU00889,7.71,8.37,6.2,5.8,76.0,1,4,3,3.2,0,7.9,7.5,1,Mechanical,Yes,18.0
STU00890,8.33,8.65,7.2,5.6,62.1,5,2,4,3.7,0,7.0,5.0,3,Civil,Yes,18.0
STU00891,7.98,8.02,4.4,7.9,43.8,4,4,6,4.1,0,8.4,8.7,4,IT,Yes,17.64
STU00892,7.61,7.85,5.0,5.5,59.7,2,2,0,2.9,0,8.5,5.4,4,Mechanical,No,0.0
STU00893,8.28,8.27,8.2,6.3,77.5,3,2,1,8.1,0,10.0,6.8,3,Computer Science,Yes,16.77
STU00894,8.4,8.66,5.0,5.2,73.9,1,4,6,2.1,0,8.7,5.6,3,Electronics,Yes,18.0
STU00895,8.66,8.49,6.4,6.1,54.2,1,3,4,2.4,0,6.4,6.0,2,Computer Science,Yes,18.0
STU00896,7.78,7.91,1.7,4.4,42.9,2,1,2,2.3,0,6.9,4.9,2,Mechanical,No,0.0
STU00897,6.8,6.04,2.6,5.5,65.5,0,0,2,2.5,1,7.4,4.4,3,Mechanical,No,0.0
STU00898,7.18,6.84,5.4,2.3,31.9,1,2,1,6.0,2,10.0,3.2,3,Computer Science,No,0.0
STU00899,8.45,8.11,8.0,7.4,66.1,1,3,5,3.9,0,9.8,8.4,2,Civil,Yes,18.0
STU00900,6.02,5.83,2.2,1.8,35.3,2,0,2,1.7,1,6.9,3.0,1,Computer Science,No,0.0
STU00901,7.44,6.98,5.5,4.5,69.3,4,2,2,3.7,1,9.7,6.4,3,Computer Science,No,0.0
STU00902,6.53,6.26,4.1,3.1,33.6,2,3,5,1.3,1,7.7,3.7,2,Computer Science,No,0.0
STU00903,7.03,6.27,6.5,3.4,40.7,2,1,3,5.4,0,9.6,3.5,2,IT,No,0.0
STU00904,8.53,8.8,4.4,6.7,69.6,3,0,7,3.4,0,9.2,6.4,4,IT,Yes,16.61
STU00905,7.23,7.19,5.8,4.3,61.4,1,0,2,5.0,0,9.2,6.2,3,Computer Science,No,0.0
STU00906,7.06,6.21,4.1,3.3,66.8,0,3,0,5.8,0,9.4,3.1,4,Electronics,No,0.0
STU00907,5.37,4.95,4.0,2.2,42.6,0,0,1,2.0,1,8.8,2.5,2,Electronics,No,0.0
STU00908,7.9,8.07,5.8,4.2,61.4,4,3,2,7.3,0,10.0,5.4,4,Mechanical,Yes,14.72
STU00909,7.77,7.5,5.2,4.3,68.7,4,0,4,3.1,0,8.3,8.0,1,Electronics,No,0.0
STU00910,9.6,9.25,7.8,5.3,54.4,5,4,2,7.2,0,10.0,8.5,2,Electronics,Yes,18.0
STU00911,6.63,6.59,4.8,3.0,36.5,3,0,0,6.8,0,10.0,6.9,1,Computer Science,No,0.0
STU00912,7.26,7.43,5.0,4.9,36.6,4,3,1,1.9,0,8.0,6.2,3,IT,No,0.0
STU00913,7.3,6.58,4.7,4.4,20.2,3,3,5,5.1,0,10.0,7.5,3,Computer Science,No,0.0
STU00914,8.89,9.17,6.6,8.4,75.2,2,3,6,2.2,0,7.5,6.4,1,Electronics,Yes,18.0
STU00915,6.89,6.49,5.2,7.0,66.3,3,3,1,4.6,2,9.4,5.9,3,Computer Science,No,0.0
STU00916,7.33,7.32,3.8,3.8,59.3,2,1,2,2.6,1,7.6,4.7,2,Electronics,No,0.0
STU00917,7.73,7.71,5.1,3.9,60.4,3,2,3,2.7,0,8.8,4.7,1,Mechanical,No,0.0
STU00918,7.22,6.96,3.6,5.6,52.8,1,2,4,3.9,1,8.8,6.1,2,Electronics,No,0.0
STU00919,6.46,5.95,4.5,3.8,46.3,0,3,1,4.9,2,9.3,3.4,4,Computer Science,No,0.0
STU00920,7.23,7.09,4.3,5.6,72.2,2,3,2,3.9,0,8.7,6.5,4,Electronics,Yes,15.22
STU00921,8.29,9.1,7.2,6.0,78.9,7,4,3,4.1,0,10.0,9.7,1,Computer Science,Yes,18.0
STU00922,5.77,5.09,5.0,2.3,33.1,2,0,2,3.9,0,7.2,5.8,2,Mechanical,No,0.0
STU00923,7.16,8.01,3.7,4.0,64.6,1,2,0,4.7,0,8.8,5.3,3,Computer Science,No,0.0
STU00924,6.16,6.03,4.3,3.5,58.0,0,2,2,5.8,0,10.0,5.1,4,Electronics,No,0.0
STU00925,8.43,8.45,7.1,5.5,69.2,6,3,1,3.4,0,7.6,6.7,3,Mechanical,Yes,15.57
STU00926,5.17,4.63,3.3,3.3,40.0,4,0,0,1.4,0,6.9,5.4,3,Civil,No,0.0
STU00927,6.33,5.94,3.4,1.6,48.9,0,0,0,4.7,1,9.1,3.4,2,Mechanical,No,0.0
STU00928,7.45,7.2,3.7,6.0,35.8,4,2,4,6.6,0,9.9,7.0,1,IT,Yes,17.27
STU00929,8.88,8.36,7.8,4.0,46.2,1,4,5,4.7,0,10.0,5.6,2,Mechanical,Yes,18.0
STU00930,6.92,6.82,6.3,4.1,58.8,0,0,0,2.9,0,8.9,3.5,2,Mechanical,No,0.0
STU00931,6.33,6.13,4.2,2.8,31.4,2,1,0,3.3,2,6.3,6.2,2,Civil,No,0.0
STU00932,9.26,10.0,8.0,4.9,51.4,5,3,1,6.6,0,10.0,8.7,3,Mechanical,Yes,18.0
STU00933,5.26,4.68,1.0,1.0,20.0,2,0,0,2.5,0,4.9,1.1,4,IT,No,0.0
STU00934,4.36,4.41,4.9,1.0,23.2,2,0,0,1.1,1,6.8,4.5,2,Computer Science,No,0.0
STU00935,7.53,7.65,5.2,4.7,58.7,2,2,1,3.8,1,7.3,4.1,2,Civil,No,0.0
STU00936,6.4,5.86,4.7,2.6,50.7,1,0,1,2.0,0,7.2,7.0,1,Computer Science,No,0.0
STU00937,5.77,6.11,3.5,1.3,50.4,0,0,0,1.6,2,6.2,3.1,3,Mechanical,No,0.0
STU00938,7.85,7.65,7.8,6.6,52.1,1,2,5,4.9,0,9.9,7.2,4,Mechanical,Yes,18.0
STU00939,7.29,6.04,3.6,2.9,53.6,0,2,1,1.6,1,5.6,2.9,3,Mechanical,No,0.0
STU00940,6.32,6.65,6.7,4.0,54.7,0,0,1,2.0,0,9.4,3.2,4,Computer Science,No,0.0
STU00941,5.46,4.9,4.4,1.1,43.2,0,0,0,1.0,2,7.7,4.6,4,Civil,No,0.0
STU00942,8.05,7.53,6.8,3.9,51.4,5,4,3,3.6,0,9.8,6.6,2,Computer Science,Yes,18.0
STU00943,7.78,8.12,5.1,4.2,59.8,4,1,2,2.8,0,7.9,7.1,3,Computer Science,No,0.0
